Ruta,Repartidor,Vehículo,Clientes
DA0216,855203,11420136,LOS TERESITOS
DR0054,855205,11420334,HOSPITAL DE MANLLEU CUINA
DR0054,855205,11420334,HOSPITAL DE MANLLEU CAFETERIA
DR0054,855205,11420334,BAR OLIVEDA
DR0054,855205,11420334,COMERCIAL F.LEIVA
DR0054,855205,11420334,ESCOLA D'HOSTALERIA D'OSONA
DR0006,850006,11420379,RACO DEL SEMI CACHOPO
DR0006,850006,11420379,BAR GRANADA
DR0006,850006,11420379,PALENTINO BAR
DR0006,850006,11420379,PLAZA DONER KEBAB
DR0006,850006,11420379,MANEL BAR
DR0006,850006,11420379,EL GARBI BAR
DR0006,850006,11420379,VENECIA BAR
DR0001,850012,11420332,TENTACION II
DR0001,850012,11420332,EXTREMEÑOS BAR
DR0001,850012,11420332,FORN L'ANTIC
DR0001,850012,11420332,ESTUDIANTIL BAR
DR0001,850012,11420332,BRACAFE
DR0001,850012,11420332,LA GAMBA BAR
DR0010,850010,11420331,La Sala
DR0010,850010,11420331,BAR LA PETRA II
DR0010,850010,11420331,RINCON DEL DUENDE
DR0040,850084,11420330,SUSHI HE GRANOLLERS
DR0040,850084,11420329,PADELIN
DR0040,850084,11420329,RESTAURANTE MERITXELL
DR0040,850084,11420329,RSTE. LA PAGESA
DR0040,850084,11420329,RSTE. BONA TAULA
DR0023,850013,11420328,RESTAURANTE EUROPEO CONGOST
DR0023,850013,11420328,RSTE. L'OLIVE
DR0023,850013,11420328,LA FLECA D'EN GREC
DR0023,850013,11420328,CAN RAJOLER
DR0038,850011,11420327,IBERICUS CENTRAL
DR0038,850011,11420326,IBERICUS CENTRAL
DR0038,850011,11420325,FELIUBADALO
DA0216,855203,11420324,AUTENTIK'S
DA0216,855203,11420324,VALERO VALLES
DR0006,850006,11420379,BAR CHAMPANILLO
DR0051,855190,11420393,EL 9 TONI PETIT
DR0051,855190,11420393,BAR STACJA PL
DR0051,855190,11420393,Bagel Coffee
DR0051,855190,11420393,CANTINA IES VIC ST TOMAS
DR0051,855190,11420393,CAFETERIA SANT TOMÀS
DR0051,855190,11420393,PANADERIA GRANIER
DR0051,855190,11420393,FORN SANT ALBERT
DR0051,855190,11420393,PADEL OSONA VIC
DR0051,855190,11420393,GRANGES LA CATALANA
DR0051,855190,11420393,RESTAURANT ELS PERNILS
DR0051,855190,11420393,"MINI BRINDIS, BAR"
DR0051,855190,11420393,CANTABRIA RESTAURANT
DR0051,855190,11420393,EL CAPUTXI
DR0050,855189,11420461,BAR DOBLE Z
DR0050,855189,11420461,LA CABANYA CAFETERIA
DR0050,855189,11420461,BAR TREBOL
DR0050,855189,11420461,CASAL GENT GRAN ST.VICENÇ TORELLO
DR0050,855189,11420461,BAR MONTSERRAT
DR0050,855189,11420461,BAR RACO JUVENIL
DR0050,855189,11420461,BAR XANIA
DR0050,855189,11420461,BRASSERIA EL TRIANGLE COHO
DR0050,855189,11420461,PENSIO EL TREVOL
DR0050,855189,11420461,CA L'ANGEL BAR
DR0050,855189,11420461,PRIMER EXPRESS
DR0052,855184,11420392,LLAVORS I CEREALS FONT
DR0052,855184,11420391,HOSPITAL DE VIC CUINA
DR0052,855184,11420391,HOSPITAL DE VIC CAFETERIA
DR0052,855184,11420391,DROGUERIA JUNYENT
DR0016,850001,11420417,CAN BIN RESTAURANTE
DR0016,850001,11420417,RESTAURANT NOU CAP MANY
DR0016,850001,11420417,EL TIRO DE GRANOLLERS
DR0016,850001,11420417,BAR RUI
DR0016,850001,11420417,BAR MALENO II
DR0017,850018,11420416,EPICUS BAR
DR0017,850018,11420416,MIXU#S CAT CAFE
DR0017,850018,11420416,SHINGARI SUSHI BAR
DR0017,850018,11420416,BAR LA GRALLA
DR0017,850018,11420416,CA LA SETE
DR0017,850018,11420416,ALORA
DR0017,850018,11420416,"L,ESTACIO DE SERVEI"
DR0032,850014,11420415,AKI MISMO
DR0032,850014,11420415,LLEVANTPARK SL
DR0032,850014,11420415,BAR SAGITARIO
DR0027,850004,11420414,Forn de Pa Gaba
DR0027,850004,11420414,BAR JALEY BAKERY
DR0027,850004,11420414,CAFETERIA ANGELA
DR0027,850004,11420414,FORN VALERO
DR0027,850004,11420414,GRANJA VINALLONGA
DR0027,850004,11420414,SANLUQUEÑOS BAR
DR0027,850004,11420414,SUPERMERCADO GASOLINERA DISCAU
DR0027,850004,11420414,BAR 28
DR0027,850004,11420414,RESTAURANTE MARCOS
DR0050,855189,11420461,FONDA VILASECA
DR0045,850000,11420516,CRISTIAN LORENTE AINAUD
DR0017,850018,11420416,RESTAURANTE PALOU
DR0045,850000,11424183,XAVIER FERRANDIZ RIBA
DR0045,850000,11424183,VENDES MAGATZEM
DR0016,850001,11424196,FRANKFURT ARIES
DR0016,850001,11424196,IMPERIAL
DR0016,850001,11424196,PADEL INDOOR GRANOLLERS
DR0016,850001,11424196,CAFE DE LA CORONA
DR0006,850006,11424401,BAR CHAMPANILLO
DR0023,850013,11424829,LA ROCA VILLAGE RTE PASARELA (GVC)
DR0054,855205,11424839,Comercial  Bebidas Burj SL
DR0054,855205,11424838,Comercial  Bebidas Burj SL
DR0027,850004,11424927,CAL TETE SANT FOST
DR0001,850012,11426178,ALAIA COFFE BAR 
DR0001,850012,11426178,LA TAVERNA DE CAN PANTIQUET
DR0001,850012,11426178,BAR ESPERANZA
DR0001,850012,11426178,KAPHIY BRUNCH
DR0001,850012,11426178,BAR ALMANSA
DR0001,850012,11426178,RACO DEL SEMI CACHOPO
DR0001,850012,11426178,BAR RESTAURANTE FRETES
DR0001,850012,11426178,BROTHERS
DR0001,850012,11426178,MAFALDA
DR0001,850012,11426178,TINO FRANKFURT
DR0001,850012,11426178,RESTAURANT KENFIR
DR0001,850012,11426178,BAR EL DOFI
DR0001,850012,11426178,CAFETERIA ESCLAT
DR0001,850012,11426178,LA GAMBA BAR
DR0001,850012,11426178,BK MOLLET
DR0006,850006,11426177,BAR CRISTASOL  (Kebab Esquina)
DR0006,850006,11426177,PITAPES BERENGUER
DR0006,850006,11426177,BAR CORALEX
DR0006,850006,11426177,TASTY DONNER KEBAB
DR0006,850006,11426177,"PITAPES CALDERI 3 BRANQUES VALLES ,"
DR0006,850006,11426177,PALENTINO BAR
DR0006,850006,11426177,ANDALUCIA BAR RTE.(C.11 SETEMBRE)
DR0006,850006,11426177,CABAÑA DEL TIO TOM BAR
DR0006,850006,11426177,RENFE NORD CANTINA
DR0040,850084,11426271,CAFETERIA LA CANTONADA
DR0040,850084,11426271,BAR RTE DOCTÑE
DR0040,850084,11426271,MARTU CITY
DR0040,850084,11426271,PEPE.COM
DR0040,850084,11426271,RAIGUER III
DR0040,850084,11426271,PARADIS GRANJA
DR0040,850084,11426271,BAR CABALLERO (OCAÑA)
DR0040,850084,11426271,(RESTAURANT) SPORT & HEALTH OXIGEN
DR0010,850010,11426176,SUSHI HE GRANOLLERS
DR0010,850010,11426175,BRUNCH 4.12 MUSIC
DR0010,850010,11426175,CAFETERIA ANGELA
DR0010,850010,11426175,FAMILIAR BAR RESTAURANTE
DR0010,850010,11426175,BAR JOAN
DR0010,850010,11426175,DELS CASTANYERS RESTAURANT
DR0010,850010,11426175,LA ROSA BAR
DR0010,850010,11426175,CAL TETE SANT FOST
DR0010,850010,11426175,LA CUPULA BAR
DR0051,855190,11426311,RESTAURANT NOU PAMPLONA HIGIENE
DR0051,855190,11426311,BAR DE LA BENZINERA HIGIENE
DR0051,855190,11426311,BAR TENNIS VIC
DR0051,855190,11426311,VIC HOQUEI CLUB
DR0051,855190,11426311,BAR DE LA BENZINERA
DR0051,855190,11426311,LA COCA DE FOLGUEROLES
DR0051,855190,11426311,CAFETERIA ATREZZO
DR0051,855190,11426311,BAR KARNAK
DR0051,855190,11426311,BAR RTE.ZEFIR BEGUDES
DR0051,855190,11426311,RESTAURANT NOU PAMPLONA
DR0027,850004,11426280,INDUSTRIA 52
DR0027,850004,11426280,ALASKA BAR
DR0027,850004,11426280,BAR REST EL TAST
DR0027,850004,11426280,ZONA DIESEL URBAN
DR0027,850004,11426280,CAFETERIA PRADALS
DR0027,850004,11426280,TKBNA
DR0027,850004,11426280,LA TAGLIATELLA POLIGON
DR0027,850004,11426280,JAUME GIL MARES
DR0027,850004,11426280,GURBI
DR0027,850004,11426280,FRANKFURT C'JOAN
DR0027,850004,11426280,E.S VIC
DR0027,850004,11426280,RESTAURANT UNTOK
DR0027,850004,11426280,GARBI 1 CAFET. ALIMENTACIO
DR0027,850004,11426280,MGA GP VIC
DR0027,850004,11426280,TACO BELL VIC
DR0027,850004,11426280,BK VIC
DR0054,855205,11426279,ENTREPA I PA
DR0054,855205,11426279,BUSVIC
DR0054,855205,11426279,RESTAURANT CROAKS VIC
DR0054,855205,11426279,INDIA RAMBLA
DR0054,855205,11426279,CAFETERIA VIVARI
DR0054,855205,11426279,LLAR JUVENIL
DR0054,855205,11426279,BAR LA TASCA
DR0054,855205,11426279,FORN EL VERDAGUER
DR0054,855205,11426279,BAR ESTACIO RENFE
DR0054,855205,11426279,BOCATTI BAR
DR0054,855205,11426279,TRINACRIA
DR0054,855205,11426279,BAR LA TORTUGA
DR0054,855205,11426279,GARBI BISTROT
DR0054,855205,11426279,FORN ESTADI
DR0054,855205,11426279,BAR LA PISTA
DR0054,855205,11426279,FUSSIMANYA ESTADI
DR0054,855205,11426279,EL PONT GOTIC
DR0050,855189,11426278,BAR NO HO SE
DR0050,855189,11426278,BAR XINO XANO
DR0050,855189,11426278,BAR TORNEM-HI
DR0050,855189,11426278,FRANKFURT ES-3
DR0050,855189,11426278,BAR XICRA
DR0050,855189,11426277,BAR COOPERATIVA
DR0050,855189,11426277,BAR PUNT DE TROBADA
DR0050,855189,11426277,FERRO
DR0050,855189,11426277,BAR CANIGO
DR0050,855189,11426277,BAR RACO JUVENIL
DR0050,855189,11426277,E.S. RODA ( BOTIGA )
DR0050,855189,11426277,CAFE DE L'ESGLESIA
DR0050,855189,11426277,BAR ESTACIO SERVEI FEIXES AULET ROD
DR0050,855189,11426277,KBCIK
DR0050,855189,11426277,CAL NAN
DR0050,855189,11426277,SUPERMERCAT ROVIRA
DR0050,855189,11426277,DCAFE
DR0050,855189,11426277,LA TAVERNA
DR0050,855189,11426277,JORDI FERNANDEZ GODOY
DR0052,855184,11426276,DATOTE AL BAGH
DR0052,855184,11426276,CA LA SETE
DR0032,850014,11426331,GRANJA Ca LA MARÍA
DR0032,850014,11426331,BAR LA PETRA II
DR0032,850014,11426331,MESON 20 P KA
DR0032,850014,11426331,CULTURAL LA FABRICA
DR0032,850014,11426331,CAFETERIA LONDONET
DR0032,850014,11426331,Ca la Cisca
DR0032,850014,11426331,BAR PARC DEL TENES
DR0032,850014,11426331,BAR LA GRANJA
DR0032,850014,11426331,EL RACO DE LA PETRA
DR0032,850014,11426331,TRIVI´S BAR
DR0032,850014,11426331,BAR CA LA MARI
DR0038,850011,11426320,TAPAS KEBAB
DR0038,850011,11426320,NETSTAL IBERICA SA
DR0038,850011,11426320,BAR JALEY (PARETS)
DR0038,850011,11426320,LAS PISTAS BAR
DR0038,850011,11426320,CAFETERIA LUISIANA
DR0038,850011,11426320,PAPUA COLL DE LA MANYA
DR0038,850011,11426320,CAMPO FUTBOL PARETS
DR0038,850011,11426320,RESTAURANTE PALOU
DR0038,850011,11426320,CAN LITU'S
DR0038,850011,11426320,CAN MOREU
DR0038,850011,11426320,RESTAURANTE EL SOL
DR0038,850011,11426320,EL RACO DE LES MORERES
DR0038,850011,11426320,BAR RESTAURANT PAVEPIC
DR0023,850013,11426319,BAR COCO
DR0023,850013,11426319,VIKELS
DR0023,850013,11426319,Bar 20 PA K
DR0023,850013,11426319,RESTAURANT GUST D'ASIA
DR0023,850013,11426319,La Tasca
DR0023,850013,11426319,BAR LOS EXTREMEÑOS
DR0023,850013,11426319,PASTISSERIA JOAN
DR0023,850013,11426319,BONATAPA
DR0023,850013,11426319,LA PERGOLA
DR0023,850013,11426319,CAF# PARIS
DR0023,850013,11426319,FRANKFURT SANTA MARTA
DR0023,850013,11426319,BAR LOS GALLEGOS
DR0023,850013,11426319,BAR LAS COLUMNAS
DR0023,850013,11426319,BAR CERVECERIA JORDI
DA0216,855203,11426340,BAR ZEMNU
DA0216,855203,11426340,CASAL CIVIC TERRASSA
DA0216,855203,11426340,Bar Troika
DA0216,855203,11426340,FRANKFURT REITER
DA0216,855203,11426340,BAR LA PENYA 1
DA0216,855203,11426340,BAR LA PENYA - 2
DA0216,855203,11426340,FORN CAFETERIA AVENIDA
DA0216,855203,11426340,Bar Gat Negre
DA0216,855203,11426340,AUTENTIK'S
DA0216,855203,11426340,IBERICUS CENTRAL
DA0216,855203,11426340,PISCINAS LES CREMADES
DA0216,855203,11426340,CAL TETE SANT FOST
DR0017,850018,11426423,CASA TOI
DR0017,850018,11426423,bar cafeteria yaki
DR0017,850018,11426423,RESTAURANTE EL SOL
DR0017,850018,11426423,CAFE ORIENT EXPRESS
DR0017,850018,11426423,BAR CAN CERVANTES
DR0017,850018,11426423,BAR OLIMPIC
DR0017,850018,11426423,BAR LOS AMIGOS
DR0017,850018,11426422,LAPONIA CAFE
DR0017,850018,11426422,BAR LA GAVINA
DR0017,850018,11426422,Bar Plata
DR0017,850018,11426422,FRANKFURT ARIES
DR0017,850018,11426422,TAPES GRANOLLERS PICA VINS
DR0017,850018,11426422,PAREDES 4
DR0017,850018,11426422,RESTAURANTE GRAN MURALLA
DR0017,850018,11426422,CAL FORNER
DR0017,850018,11426422,RSTE. CHINO GRAN MUNDO
DR0017,850018,11426422,CAN MANEL
DR0017,850018,11426422,BAR AMISTAD
DR0017,850018,11426422,FRANKFURT JAVIS II
DR0017,850018,11426422,BAR TALGO
DR0017,850018,11426422,BAR TIMANFAYA II
DR0017,850018,11426422,BAR EL TACO
DR0017,850018,11426422,BAR RESTAURANTE MORDISQUITO
DR0017,850018,11426422,AQUI MATEIX
DR0011,850009,11426421,EL MENÚ
DR0011,850009,11426421,BAR LOCALET
DR0011,850009,11426421,Platillos
DR0011,850009,11426421,EL REFUGI D´EN CUCH
DR0011,850009,11426421,CAVANET
DR0011,850009,11426421,A VOCADOS
DR0011,850009,11426421,PA TONET
DR0011,850009,11426421,BAR MERCADO
DR0011,850009,11426421,BUSSINETS DE CUINA
DR0011,850009,11426421,GRANJA GROC
DR0011,850009,11426421,CAFE SANT ROC
DR0011,850009,11426421,CAFE DE LA CORONA
DR0011,850009,11426421,CASA FONDA EUROPA
DR0016,850001,11426427,RECTORIA DE PALAU
DR0016,850001,11426427,COROMINES Coffee & Bakery Brunch
DR0016,850001,11426427,GRANBARA
DR0016,850001,11426427,LA PLANCHA ÑAM ÑAM
DR0016,850001,11426427,BAR SAN ANTONIO
DR0016,850001,11426427,FLECA BRETCHA (CORRO D'AVALL)
DR0016,850001,11426427,MIXU#S CAT CAFE
DR0016,850001,11426427,BAR LOS CAZADORES (GRANOLLERS)
DR0016,850001,11426427,FORN DE PA R. RIUS
DR0016,850001,11426427,FORN EL SAGA
DR0016,850001,11426427,CAFETERIA PANADERIA + QUE PA
DR0016,850001,11426427,RESTAURANTE SANT SADURNI
DR0016,850001,11426427,BAR LA TACITA DE PLATA
DR0016,850001,11426427,PUNTO
DR0016,850001,11426427,BINGO CASINO
DR0016,850001,11426427,BAR CLEMEN'S
DR0016,850001,11426427,BAR EL VERMUTILLO
DR0045,850000,11426642,CHURROS CRUZ
DR0045,850000,11426642,JOAQUIN QUINTANILLA CARICOL
DR0045,850000,11426642,VENDES MAGATZEM
DR0054,855205,11431180,SHINGARI SUSHI BAR
DR0045,850000,11433183,CHURROS CRUZ
DR0045,850000,11433183,La Sala
DR0045,850000,11433183,BAR LA PETRA II
DR0045,850000,11433183,BAR REST. MANLLEU
DR0027,850004,11433236,VIOS BAR
DR0027,850004,11433236,GRANJA CAFETERIA ROMA
DR0027,850004,11433236,EL MOLINET
DR0027,850004,11433236,E.S MANLLEU
DR0027,850004,11433236,CROISSANTERIA CAPRICI
DR0027,850004,11433236,CAFE ANTIC
DR0027,850004,11433236,BON PROFIT
DR0027,850004,11433236,BAR TAPES I TAPETES
DR0027,850004,11433236,BAR SEGORB NOU
DR0027,850004,11433236,BAR REST. MANLLEU
DR0027,850004,11433236,BAR QUINTO I TAPA
DR0027,850004,11433236,BAR PIRRI
DR0027,850004,11433236,BAR KUNDALINI
DR0027,850004,11433236,BAR BUS STOP
DR0027,850004,11433236,BAR ARAMAN
DR0054,855205,11433235,SUSHI YE
DR0054,855205,11433235,RESTAURANTE SOFIA
DR0054,855205,11433235,PIZZERIA TOSCANA
DR0054,855205,11433235,SALA LA CABRA
DR0054,855205,11433235,LA DISCO VIG
DR0054,855205,11433235,PALACIO DE ORIENTE
DR0054,855205,11433235,LA CAFE
DR0054,855205,11433235,EL MOLI
DR0054,855205,11433235,BAR STACJA PL
DR0054,855205,11433235,B&B
DR0051,855190,11433234,LA MANDUCA
DR0051,855190,11433234,LA CIUTAT DELS SANTS
DR0051,855190,11433234,GRANJA XOCOLATERIA''LA CLAU
DR0051,855190,11433234,FLECA DIVINA PASTORA
DR0051,855190,11433234,El Celler d'en Miquel
DR0051,855190,11433234,COFFEE & BAKERY CAN PAU
DR0051,855190,11433234,CITY ARMS
DR0051,855190,11433234,CARBO
DR0051,855190,11433234,CAFETERIA SANT JORDI
DR0051,855190,11433234,CAFE VIC
DR0051,855190,11433234,CAFE PASTISSERIA BRUGUER
DR0051,855190,11433234,BAR FUSINA
DR0051,855190,11433234,BAR BIG BAO
DR0051,855190,11433234,BAR ATLANTIDA
DR0052,855184,11433240,HOSPITAL DE VIC CUINA
DR0010,850010,11433239,LA BAGUETINA
DR0010,850010,11433239,GRANJA LA NOU
DR0010,850010,11433239,CAN BIN RESTAURANTE
DR0010,850010,11433239,TEATRE AUDITORI DE GRANOLLERS-BAR
DR0010,850010,11433239,TEATRE AUDITORI (CATERING)
DR0010,850010,11433239,RESTAURANTE ANATOLIA
DR0010,850010,11433239,FORN DE PA MARGARIDA
DR0010,850010,11433239,BAR PAREDES I
DR0010,850010,11433239,BAR PAREDES 5
DR0010,850010,11433239,BAR  EL NOU TUNEL
DR0016,850001,11433268,Centre Vallès
DR0016,850001,11433268,BAR JUAQUIN
DR0016,850001,11433268,BAR EL TUBO
DR0016,850001,11433268,FLECA BRETCHA (PSG. MONTANYA)
DR0016,850001,11433268,BK GRANOLLERS RONDA SUD
DR0016,850001,11433268,RESTAURANTE LA GRESCA
DR0016,850001,11433268,FRANKFURT LA PLAÇA
DR0016,850001,11433268,FLECA P.BRETCHA (CAN BASSA)
DR0016,850001,11433268,BAR XARANA GRANOLLERS
DR0016,850001,11433268,BAR COPACABANA
DR0016,850001,11433268,LES GARGOLES DEL NORD
DR0016,850001,11433268,JAVIS 3
DR0016,850001,11433268,GIOVANNI
DR0016,850001,11433268,DÉJÀ VU
DR0016,850001,11433268,SALTING GRANOLLERS
DR0017,850018,11433267,BAR RESTAURANTE MERLY´S
DR0017,850018,11433267,XAVISAN
DR0017,850018,11433267,RESTAURANTE XAP
DR0017,850018,11433267,RESTAURANT 'LES ARCADES'
DR0017,850018,11433267,GARDEN PIZZA (GRANOLLERS)
DR0017,850018,11433267,FLECA P.BRETCHA (C/ GIRONA)
DR0017,850018,11433267,ESPORTS CLUB GRANOLLERS
DR0017,850018,11433267,BAR?JOAN?PRIM
DR0017,850018,11433267,BAR RESTAURANTE LE VIS#N
DR0017,850018,11433267,BAR CAN MONIC
DR0017,850018,11433267,"BAR ""LA OCA"""
DR0011,850009,11433266,RESTAURANTE EL SPOT
DR0011,850009,11433266,PURE COFFEE
DR0011,850009,11433266,NOU PATUFET
DR0011,850009,11433266,LA VERMOOD
DR0011,850009,11433266,INSTINT RESTAURANT
DR0011,850009,11433266,IBERICUS GRANOLLERS
DR0011,850009,11433266,FRANKFURT LEO BOECK GRANOLLERS
DR0011,850009,11433266,FLECA P.BRETCHA (PL. MALUQUER)
DR0011,850009,11433266,EL MIRALLET
DR0011,850009,11433266,EL GLAM MOMENTS
DR0011,850009,11433266,CAFE DE LA CORONA
DR0011,850009,11433266,BAR LA LOLA
DR0011,850009,11433266,BAR CAPARROS
DR0011,850009,11433266,ATARASII
DR0011,850009,11433266,BAR MORANA
DR0001,850012,11433265,CAL JORDI BAR
DR0001,850012,11433265,BAR DE L?ILLA
DR0001,850012,11433265,PRATS PA (ILLA)
DR0001,850012,11433265,NOU CUSTOM BAR CAFETERÍA
DR0001,850012,11433265,MANJARI
DR0001,850012,11433265,LA BONA SORT
DR0001,850012,11433265,ICE CUSTOM
DR0001,850012,11433265,GIN BAR
DR0001,850012,11433265,ESTANCO MOLLET 3
DR0001,850012,11433265,CASAL CULTURAL DE MOLLET
DR0001,850012,11433265,CAN BOADA RESTAURANT
DR0001,850012,11433265,BAR VAGON 66
DR0001,850012,11433265,BAR CHAMPANILLO
DR0038,850011,11433264,Bar El Parque
DR0038,850011,11433264,ESPAI BAR
DR0038,850011,11433264,BAR RESTAURANT GAUDI
DR0038,850011,11433264,BAR LA TIETA
DR0038,850011,11433264,BAR CASA PEDRO
DR0038,850011,11433264,LOS CUESTAS
DR0038,850011,11433264,412 COFFEE BEER
DR0040,850084,11433263,VALLES DONER KEBAB
DR0040,850084,11433263,PASTELERIA CAFETERIA ELENA
DR0040,850084,11433263,EL MORDISKITO MONTORNES
DR0040,850084,11433263,MERCAT DEL CARME BAR
DR0040,850084,11433263,GRANJA SANTIAGO
DR0040,850084,11433263,BAR MAJOR 47
DR0040,850084,11433263,BAR LOS HERMANOS.
DR0040,850084,11433263,COME BIEN RESTAURANTE
DR0040,850084,11433263,BRASERIA CAMPINS
DR0040,850084,11433263,BOKAO
DR0040,850084,11433263,CAL QUIM
DA0216,855203,11433262,CAFETERIA GAUDEIX
DA0216,855203,11433262,Somni d'estiu bar
DA0216,855203,11433262,EL DEHESA
DA0216,855203,11433262,CLUB DE GOLF SANT CUGAT
DA0216,855203,11433262,Club Tennis Barcino
DA0216,855203,11433262,Cafeteria Nova & Gent
DR0045,850000,11433261,GURBI
DR0045,850000,11433261,RESTAURANT NOU PAMPLONA HIGIENE
DR0045,850000,11433246,JUAN JOSE MIRANDA ABRIL
DR0045,850000,11433246,IVAN QUESADA MARTINEZ
DR0006,850006,11433286,LA GOLOSA BAR
DR0006,850006,11433286,EUROPA BAR
DR0006,850006,11433286,GRANJA ESTEL
DR0006,850006,11433286,LA PERA BAR
DR0006,850006,11433286,KAPHIY BRUNCH
DR0006,850006,11433286,BRACAFE
DR0006,850006,11433286,LA VERMUTERIA
DR0006,850006,11433286,BAR RESTAURANTE NEORIS
DR0006,850006,11433286,RESTAURANT JAPONES SUSHI AKI
DR0006,850006,11433286,LA PRUNA
DR0006,850006,11433286,LA BODEGUETA DE MOLLET
DR0006,850006,11433286,EL REFUGIO
DR0006,850006,11433286,Confidencial
DR0006,850006,11433286,CAFÉ PLAÇA
DR0023,850013,11433285,Restaurante Adela de Lliçà d'Amunt
DR0023,850013,11433285,Casal de la Gent Gran de Palaudàrie
DR0023,850013,11433285,BAR ROMERO
DR0023,850013,11433285,BAR LA TAHONA
DR0023,850013,11433285,CULTURAL CAN ROVIRA
DR0023,850013,11433285,THE JOSE'S BAR PARETS
DR0023,850013,11433285,BAR LA ESQUINITA
DR0023,850013,11433285,BAR AVENIDA PARETS
DR0023,850013,11433285,EUROMED SA
DR0023,850013,11433285,CAN RAJOLER
DR0023,850013,11433285,RESTAURANT BRUNCH
DR0023,850013,11433285,CAMPO FUTBOL PARETS
DR0023,850013,11433285,PISCINAS LES CREMADES
DR0032,850014,11433303,FLECA BRETCHA (LLIÇA DE MUNT)
DR0032,850014,11433303,CAFETERIA LONDONET
DR0032,850014,11433303,BAR SERRA LLIÇA
DR0032,850014,11433303,BAR LA CANYA - 3
DR0032,850014,11433303,BAR CAFETERIA LLIÇÀ D’AMUNT
DR0032,850014,11433303,BAR ALIANÇA
DR0032,850014,11433303,Asso. Gent Gran Llissa de Munt
DR0032,850014,11433303,FRANFURT 151
DR0032,850014,11433303,BAR LA MIRANDA
DR0032,850014,11433303,RESTAURANTE LOS ANGELES
DR0032,850014,11433303,La Sala
DR0027,850004,11436669,RESTAURANT DORCA
DR0027,850004,11436669,BAR NOU
DR0027,850004,11436669,RESTAURANT ELS AVETS
DR0027,850004,11436669,EL REBOST DE L'ISABEL
DR0027,850004,11436669,BAR REST.EL CENACHERO
DR0051,855190,11436985,EL SERRADET BAR
DR0051,855190,11436985,FORN CAN COMA
DR0051,855190,11436985,ELS FOGONS DE LA NEUS
DR0051,855190,11436985,CLUB DARDS BESORA
DR0051,855190,11436985,BAR SNACK
DR0051,855190,11436985,EL BARETU
DR0051,855190,11436985,CARNS I EMBOTITS EMPAR
DR0051,855190,11436985,L'OLLA ROSTIDORIA
DR0051,855190,11436985,ENGRUNA POUSA
DR0051,855190,11436985,"CAN BRANQUES RESTAURANT, S."
DR0051,855190,11436985,CAL JUTGE
DA0216,855203,11438618,Pavelló Municipal de Ripoll
DA0216,855203,11438618,BAR CASAL CAMPRODON
DA0216,855203,11438618,BAR PETIT
DA0216,855203,11438618,HOSTAL CAL XIC
DA0216,855203,11438618,B-VIKY
DA0216,855203,11438618,CA L'ANNA
DA0216,855203,11438618,HOTEL RESGUARD DELS VENTS
DA0216,855203,11438618,ELS PAGESOS
DA0216,855203,11438618,PISCINAS LES CREMADES
DR0051,855190,11438695,HAPPYLANDIAPARK
DR0051,855190,11438695,BAR UE VIC
DR0051,855190,11438695,ROCK HOUSE
DR0051,855190,11438695,BAR AUDITORI TEATRE CALLDETENES
DR0051,855190,11438695,PUB XAUXA
DR0051,855190,11438695,BOTING JUMPING PARK
DR0051,855190,11438695,LA COVA DEL VERMUT
DR0051,855190,11438695,VIC POOL
DR0051,855190,11438695,TASTIC BAR
DR0051,855190,11438695,INDOORWALL VIC
DR0001,850012,11438696,BAR ESPERANZA
DR0001,850012,11438696,SOL Y LUNA
DR0001,850012,11438696,Bar la Cantonada
DR0001,850012,11438696,CASA MAURA
DR0001,850012,11438696,TREBOL CERVECERIA
DR0001,850012,11438696,NOVA PALMERA
DR0001,850012,11438696,Bar restaurante Nacha
DR0001,850012,11438696,BAR DE TAPES
DR0001,850012,11438696,EL RINCON DEL SOCIO
DR0001,850012,11438696,CACHITO PAN
DR0001,850012,11438696,BAR LA BONA SORT ( CAN BORELL )
DR0001,850012,11438696,CERVESERIA CIUTAT
DR0001,850012,11438696,EXTREMEÑOS BAR
DR0001,850012,11438696,NOU CAPRICCIO
DR0001,850012,11438696,FORN DE PA EMY
DR0001,850012,11438696,PARAISO BAR
DR0001,850012,11438696,CAFETERIA TAHOMA
DR0001,850012,11438696,HOMER BAR GRANJA
DR0051,855190,11438711,CAL GAT CAFETERIA RESTAURANT
DR0051,855190,11438711,L'INDIÀ CAFETERIA
DR0051,855190,11438711,TAJ MAHAL
DR0051,855190,11438711,EL PORTAL VIC
DR0051,855190,11438711,BAR REST EL TAST
DR0051,855190,11438711,Bar La Parada c/ bisbe morgades
DR0051,855190,11438711,EL 33
DR0051,855190,11438711,RESTAURANT CAL XORIGUER
DR0051,855190,11438711,CAFETERIA CIRCUIT D'OSONA
DR0051,855190,11438711,DIVICNUS GASTROBAR
DR0051,855190,11438711,BAR BOHEMI
DR0051,855190,11438711,TRESONA XXI
DR0051,855190,11438711,"BAR CAN TON, S.C.P"
DR0051,855190,11438711,FORN CATALUNYA
DR0051,855190,11438711,THE NEW ORLEANS
DR0051,855190,11438711,PUNT DONER KEBAB
DR0051,855190,11438711,RACO DE L'IBERIC**
DR0054,855205,11438700,ELS ENLLETATS
DR0054,855205,11438700,LA PEDREGADA
DR0054,855205,11438700,CASANOVA DEL CASTELL
